county_name,population,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON
"Clay County, MO",230473,105.4353438,8,30,32,173,526,2000,268,25
"Brooke County, WV",23737,105.3208072,0,3,3,19,95,204,22,2
"Hoke County, NC",51322,105.2180352,0,0,23,30,503,368,17,21
"Alleghany County, VA",16161,105.1915104,1,2,1,13,67,179,4,4
"Portage County, WI",70380,105.1435067,0,14,4,56,222,947,24,3
"Porter County, IN",166557,105.0691355,5,18,19,133,561,2380,182,13
"Delta County, CO",30483,104.9765443,0,4,5,24,98,446,28,10
"Effingham County, IL",34307,104.9348529,0,8,2,26,89,504,22,5
"Lynn County, TX",5723,104.8401188,0,1,0,5,29,64,2,1
"McHenry County, IL",307409,104.7464453,1,74,37,210,596,3236,55,33
"Madison County, MO",12431,104.5772665,0,1,1,11,30,180,12,1
"Wayne County, MO",13404,104.4464339,0,1,0,13,51,75,9,1
"Ocean County, NJ",583414,104.2141601,4,31,158,415,2659,8369,212,66
"Bristol Bay Borough, AK",960,104.1666667,0,0,0,1,5,32,7,0
"Clackamas County, OR",388263,104.0531804,9,97,133,165,1603,7037,749,41
"Saline County, NE",14416,104.0510544,0,3,2,10,89,182,13,3
"Albemarle County, VA",103000,103.8834951,4,26,18,59,294,1429,61,14
"Gilmer County, WV",8672,103.7822878,0,0,0,9,8,39,3,0
"Republic County, KS",4820,103.7344398,0,0,0,5,11,36,6,0
"Lincoln County, MS",34810,103.4185579,2,5,8,21,154,395,15,8
"LaSalle County, IL",112183,103.4024763,0,14,14,88,424,1652,38,18
"Lafayette County, MO",32943,103.2085724,2,4,2,26,173,452,45,2
"Ashe County, NC",27151,103.1269567,0,4,1,23,221,295,32,2
"Lincoln County, MN",5830,102.915952,0,0,0,6,4,16,0,0
"Chouteau County, MT",5849,102.5816379,0,0,0,6,1,18,3,0
"Monroe County, MO",8774,102.5757921,0,2,0,7,24,59,7,1
"Hodgeman County, KS",1950,102.5641026,0,1,0,1,18,6,0,0
"Bucks County, PA",626976,102.396264,6,75,216,345,2121,9748,466,58
"Tipton County, IN",15650,102.2364217,0,1,0,15,97,173,6,0
"Wythe County, VA",29344,102.2355507,0,2,6,22,23,244,13,0
"Rockwall County, TX",85245,102.0587718,1,10,6,69,261,1049,72,2
"Monroe County, WI",45298,101.5497373,0,4,3,39,175,917,31,7
"Nelson County, VA",14789,101.4267361,0,1,1,13,75,165,12,1
"Boundary County, ID",10853,101.3544642,0,1,0,10,78,60,9,0
"Stevens County, WA",43430,101.3124568,0,10,1,33,316,537,66,1
"Sioux County, IA",34547,101.3112571,0,3,1,31,61,103,5,1
"Wilson County, TX",45418,101.2814303,3,6,3,34,143,437,39,0
"Greene County, VA",18804,101.0423314,0,8,0,11,31,213,9,2
"Bonner County, ID",40699,100.7395759,2,4,2,32,295,606,64,1
"Platte County, MO",93310,100.7394706,2,6,5,80,143,682,46,20
"Otter Tail County, MN",57581,100.7276706,1,15,3,39,252,627,45,5
"Fayette County, TX",24821,100.7211635,1,2,3,19,90,176,14,1
"Barron County, WI",45676,100.7093441,1,10,6,29,147,437,18,2
"Trego County, KS",2980,100.6711409,0,2,0,1,8,27,3,1
"Carroll County, KY",10953,100.4291062,1,3,0,7,56,101,12,3
"Randolph County, IL",32890,100.3344482,0,4,2,27,62,184,9,1
"Grant County, MN",5989,100.1836701,0,4,0,2,37,52,7,0
"Chase County, NE",4000,100.0,0,1,0,3,5,29,1,0
"Wyoming County, PA",28003,99.98928686,0,7,1,20,99,274,25,2
"Red Willow County, NE",11006,99.94548428,0,4,1,6,50,211,13,4
"Gray County, KS",6009,99.85022466,0,1,0,5,26,24,3,0
"Castro County, TX",8030,99.626401,0,0,1,7,72,143,10,0
"Norton city, VA",4017,99.57679861,0,0,0,4,10,202,3,0
"James City County, VA",70516,99.26825118,1,12,14,43,152,791,14,10
"Logan County, OK",44422,99.05002026,0,5,4,35,231,483,48,7
"Douglas County, WA",39471,98.80671886,1,11,7,20,260,550,32,4
"Franklin County, NY",51688,98.6689367,1,14,5,31,201,710,25,2
"Stephenson County, IL",46740,98.41677364,2,9,15,20,283,839,10,5
"Pickett County, TN",5090,98.23182711,0,2,0,3,11,45,7,0
"King and Queen County, VA",7130,98.17671809,0,1,0,6,13,9,6,2
"Hendricks County, IN",153879,98.12904945,0,10,20,121,222,1467,77,4
"Martin County, MN",20422,97.93360102,0,6,1,13,49,255,11,1
"Centre County, PA",155403,97.81020958,1,32,27,92,355,1800,42,26
"Lee County, IL",34858,97.53858512,2,11,2,19,158,462,8,3
"Texas County, MO",25636,97.51911375,1,3,0,21,156,403,27,2
"Pembina County, ND",7181,97.47945969,0,1,0,6,15,37,4,1
"Scott County, VA",22640,97.17314488,0,8,3,11,105,272,16,5
"Fulton County, NY",54586,97.09449309,0,5,12,36,302,1166,44,2
"Armstrong County, PA",68107,96.90633856,0,14,9,43,177,428,29,3
"Choctaw County, AL",13426,96.82705199,1,0,0,12,38,42,5,0
"Rosebud County, MT",9329,96.47336263,0,1,1,7,6,35,6,0
"Perry County, KY",28010,96.39414495,0,5,8,15,92,280,11,3
"Grayson County, KY",25997,96.16494211,0,10,1,13,141,198,23,3
"Henry County, OH",28092,96.11277232,2,12,3,10,171,538,19,3
"Mellette County, SD",2081,96.10764056,0,0,0,2,6,9,2,0
"Adair County, KY",18732,96.09224856,0,3,5,10,47,49,6,1
"Pendleton County, KY",14570,96.08785175,0,2,3,8,81,117,12,0
"Todd County, KY",12503,95.97696553,0,2,3,6,71,64,13,0
"Camas County, ID",1042,95.96928983,0,0,0,1,3,6,0,0
"Apache County, AZ",71934,95.92126116,1,2,3,63,159,237,12,41
"Doddridge County, WV",8344,95.87727709,0,0,0,8,12,24,1,1
"Worth County, MO",2090,95.6937799,0,1,0,1,15,22,3,0
"Warren County, VA",38699,95.60970568,0,13,6,18,101,738,35,1
"Prairie County, AR",8374,95.53379508,1,1,0,5,17,123,1,0
"Craig County, OK",14672,95.41984733,1,3,0,10,45,128,27,6
"Coahoma County, MS",25182,95.30617107,0,2,5,17,731,192,5,0
"Oldham County, TX",2102,95.14747859,0,0,0,2,4,22,0,0
"Gloucester County, VA",36834,95.0209046,2,9,6,18,103,572,13,3
"Montgomery County, MS",10553,94.75978395,0,0,0,10,8,24,2,0
"Gallia County, OH",30621,94.70624735,2,5,10,12,323,686,21,2
"Cass County, NE",25357,94.64842055,0,15,1,8,67,388,37,2
"DuPage County, IL",932126,94.62240083,6,115,259,502,2222,12033,495,101
"Ashtabula County, OH",99811,94.17799641,2,12,17,63,507,1158,61,6
"Schuyler County, IL",7444,94.0354648,0,0,0,7,7,54,1,0
"Allen Parish, LA",25537,93.98128206,0,1,2,21,57,223,6,0
"Sheridan County, WY",29824,93.88412017,1,4,2,21,108,386,18,3
"Nicollet County, MN",33032,93.84838944,0,12,4,15,79,475,17,1
"Sharp County, AR",17049,93.84714646,0,3,1,12,73,144,6,2
"Franklin County, TX",10660,93.80863039,0,2,1,7,45,49,11,0
"Mercer County, KY",21349,93.68120287,0,4,7,10,118,130,24,2
"Clay County, KY",21364,93.61542782,0,2,3,15,44,88,13,5
"Atoka County, OK",13898,93.53863865,1,3,0,9,116,124,13,3
"Preble County, OH",41732,93.45346497,2,7,1,29,271,667,34,0
"Jackson County, SD",3216,93.28358209,0,0,0,3,5,2,1,0
"Bergen County, NJ",925328,93.26422631,7,32,301,523,2068,8693,621,35
"Steele County, MN",36465,93.24009324,0,7,1,26,118,586,26,5
"Attala County, MS",19317,93.18217114,1,0,4,13,57,80,0,0
"Mercer County, ND",8592,93.10986965,1,2,0,5,27,67,9,1
"Douglas County, MN",36545,93.03598303,1,5,3,25,116,381,29,3
"Crawford County, PA",87376,92.70280168,1,12,16,52,413,972,34,16
"Madison County, MS",100412,92.61841214,3,7,19,64,239,1067,56,1
"Greenbrier County, WV",35644,92.58220177,4,6,0,23,95,382,28,6
"King George County, VA",24926,92.27312846,0,5,3,15,58,279,15,2
"Hubbard County, MN",20658,91.97405364,0,8,0,11,117,318,22,1
"Presque Isle County, MI",13062,91.86954525,0,1,0,11,48,72,3,1
"Kearney County, NE",6548,91.63103238,0,1,0,5,33,153,5,1
"Cherokee County, GA",225106,91.51244303,3,35,32,136,774,2189,168,1
"Edmonson County, KY",12062,91.19548997,0,2,1,7,60,28,4,0
"Yancey County, NC",17566,91.08505067,1,1,1,13,88,110,4,1
"Clay County, AR",15402,90.89728607,0,2,1,11,93,90,3,3
"Madison County, MT",7712,90.76763485,0,0,0,7,4,51,2,3
"Davis County, UT",322094,90.6567648,2,105,21,164,987,5288,284,18
"Penobscot County, ME",153364,90.6340471,8,19,61,51,912,3573,138,20
"Dodge County, NE",36515,90.37381898,0,12,1,20,134,688,49,6
"Northumberland County, VA",12200,90.16393443,1,2,0,8,9,50,2,1
"Effingham County, GA",54456,89.98090201,1,16,10,22,193,341,29,1
"Mathews County, VA",8897,89.91794987,0,3,0,5,19,99,5,1
"Jefferson County, OR",21145,89.85575786,1,6,6,6,113,368,35,11
"Marion County, KY",20045,89.7979546,0,7,1,11,99,143,19,1
"Rockbridge County, VA",22307,89.6579549,0,1,2,17,121,230,13,6
"Washington County, WI",132739,89.64961315,2,10,21,86,309,1922,37,5
"Leon County, TX",16742,89.59503046,1,4,1,9,94,112,22,0
"Real County, TX",3350,89.55223881,2,0,0,1,3,12,2,0
"Orange County, VA",34689,89.36550492,1,7,4,19,56,310,11,0
"Jefferson County, IA",16810,89.23259964,1,1,1,12,76,187,32,0
"Cheyenne County, NE",10091,89.18838569,2,0,0,7,16,84,3,0
"Laurel County, KY",59563,88.98141464,3,9,20,21,329,579,71,2
"Norton County, KS",5622,88.93632159,0,2,0,3,16,53,3,0
"Shawano County, WI",41643,88.85046707,1,10,1,25,239,577,37,1
"Falls Church city, VA",13508,88.83624519,1,1,7,3,14,194,3,0
"Jeff Davis County, TX",2253,88.77052818,0,0,1,1,4,4,0,0
"Giles County, VA",16925,88.62629247,0,6,0,9,45,239,7,1
"Jackson County, OH",32783,88.46048257,1,3,5,20,229,664,29,2
"Livingston County, MI",184443,88.37418606,1,48,14,100,428,1557,111,11
"Defiance County, OH",38532,88.23834735,0,17,4,13,142,651,9,4
"Morgan County, CO",28404,88.01577243,0,0,3,22,94,389,15,2
"Botetourt County, VA",33002,87.87346221,0,3,1,25,75,203,9,2
"Hamilton County, NE",9112,87.79631255,0,1,0,7,65,68,2,1
"Fall River County, SD",6839,87.73212458,0,0,0,6,8,12,5,0
"Fairfax city, VA",23973,87.59854837,0,4,7,10,24,401,22,1
"Lincoln County, WA",10301,87.37015824,0,0,0,9,56,130,12,2
"Dickens County, TX",2291,87.29812309,0,0,0,2,9,4,0,0
"Morgan County, OH",14904,87.22490607,0,1,0,11,50,94,5,0
"Traverse County, MN",3445,87.08272859,0,1,0,2,8,26,3,1
"Carroll County, VA",29883,87.00599003,0,5,3,18,90,362,24,3
"King William County, VA",16097,86.97272784,0,1,0,13,39,99,12,0
"Hughes County, OK",13823,86.81183535,0,2,3,7,50,100,25,1
"Wood County, OH",129264,86.64438668,1,29,19,63,464,2083,66,9
"Union County, KY",15029,86.49943443,0,4,0,8,47,79,6,3
"Champaign County, OH",39455,86.17412242,1,3,4,26,229,677,27,6
"Keith County, NE",8130,86.10086101,0,2,3,2,15,118,6,0
"Butler County, KY",12793,85.98452279,0,2,2,6,44,62,9,1
"Prince George County, VA",37253,85.89912222,0,5,8,19,91,331,52,1
"Richland County, ND",16339,85.68455842,0,4,1,9,54,209,23,0
"Bledsoe County, TN",12841,85.66311035,0,0,1,10,22,74,9,1
"Livingston County, KY",9359,85.47921787,0,4,0,4,34,54,12,1
"Forsyth County, GA",195405,85.46352447,0,15,10,142,395,1432,33,2
"Meigs County, OH",23496,85.12087164,1,6,5,8,177,182,16,1
"Houston County, MN",18799,85.11091015,0,0,0,16,35,92,9,0
"Madison County, NE",35278,85.0388344,0,18,0,12,131,725,41,3
"Athens County, OH",64681,85.03269894,0,12,21,21,372,1125,28,4
"Livingston County, NY",64705,85.00115911,0,14,1,40,169,953,15,2
"Warren County, OH",219169,84.86601664,0,38,46,101,797,3144,67,31
"Kossuth County, IA",15321,84.8508583,0,1,0,12,53,57,4,0
"Allamakee County, IA",14169,84.69193309,0,1,1,10,25,97,6,1
"Stark County, IL",5907,84.64533604,0,0,0,5,24,41,4,1
"Ripley County, IN",28419,84.45054365,1,4,1,18,113,308,13,1
"Loudoun County, VA",349679,84.36308729,3,59,52,181,350,3468,150,38
"Aroostook County, ME",70055,84.21954179,1,16,9,33,271,915,37,6
"Charles City County, VA",7130,84.15147265,0,1,1,4,2,10,0,0
"Bear Lake County, ID",5943,84.13259297,0,1,0,4,18,77,1,1
"McLean County, ND",9517,84.06010297,0,1,1,6,37,79,14,0
"Jones County, GA",28569,84.00714061,1,2,3,18,150,372,36,4
"Dickenson County, VA",15486,83.94679065,1,1,0,11,23,165,15,6
"Potter County, SD",2394,83.54218881,0,0,0,2,0,0,1,0
"Crook County, WY",7184,83.51893096,0,3,0,3,20,115,8,0
"Medina County, OH",174915,83.46911357,4,19,15,108,290,1365,22,1
"Union County, GA",21566,83.46471297,0,0,1,17,96,183,13,5
"Crosby County, TX",5991,83.45852112,0,1,1,3,27,17,3,0
"Madison County, VA",13200,83.33333333,1,4,1,5,17,132,4,5
"Bristol County, RI",49220,83.29947176,0,6,11,24,146,562,17,6
"Carson County, TX",6010,83.19467554,0,2,0,3,16,32,6,1
"Madison County, OH",43277,83.18506366,1,4,10,21,266,559,39,6
"Rankin County, MS",146767,83.12495316,3,22,14,83,538,1407,79,11
"Douglas County, CO",305963,83.0165739,1,50,15,188,539,2438,93,28
"Tompkins County, NY",103617,82.99796365,0,10,33,43,294,1736,38,2
"Portage County, OH",163862,82.99666793,0,16,48,71,872,2275,47,17
"Nance County, NE",3623,82.80430582,0,1,0,2,10,13,3,0
"Ottawa County, KS",6042,82.75405495,0,1,1,2,22,77,7,1
"Teton County, MT",6065,82.44023083,1,1,0,3,6,45,3,0
"Rush County, IN",17004,82.33356857,0,5,2,7,125,355,11,0
"Sterling County, TX",1219,82.03445447,0,0,0,1,1,0,1,0
"Winona County, MN",51232,81.98001249,0,6,8,28,123,553,40,6
"San Juan County, WA",15875,81.88976378,0,4,0,9,73,133,11,0
"Fauquier County, VA",67207,81.83671344,2,11,8,34,117,596,39,10
"Pepin County, WI",7360,81.52173913,0,3,0,3,28,53,4,1
"Madison County, NY",72382,81.51197812,0,11,5,43,271,974,30,2
"Cleveland County, AR",8593,81.46165484,0,0,1,6,70,47,9,0
"Sanpete County, UT",28237,81.45341219,0,10,5,8,56,296,18,0
"Becker County, MN",33231,81.24943577,0,8,1,18,49,232,33,0
"Kimball County, NE",3702,81.03727715,0,0,0,3,1,24,1,0
"Middlesex County, CT",165562,80.93644677,2,19,37,76,316,1457,115,4
"Harlan County, KY",28499,80.70458613,0,5,3,15,77,152,8,2
"Curry County, OR",22339,80.57657012,0,2,3,13,104,268,25,7
"Pike County, AR",11177,80.52250157,0,1,1,7,34,58,7,0
"Pike County, MO",18669,80.34709947,0,1,0,14,77,218,15,1
"Andrew County, MO",17445,80.25222127,1,2,0,11,43,102,10,0
"Rappahannock County, VA",7478,80.23535705,0,3,0,3,2,14,0,0
"Blackford County, IN",12481,80.12178511,0,1,3,6,66,193,7,0
"Madison County, ID",37450,80.10680908,1,9,1,19,46,260,5,2
"Warren County, NJ",107379,80.09014798,1,9,18,59,312,1314,46,3
"Fulton County, OH",42488,80.02259462,1,8,1,24,158,549,17,3
"Chisago County, MN",53761,79.98363126,1,4,3,35,91,469,46,13
"Glasscock County, TX",1251,79.93605116,0,0,0,1,3,9,1,0
"Lamoille County, VT",25067,79.78617306,0,2,0,18,51,312,39,1
"Fairfax County, VA",1130924,79.75779097,16,124,353,409,1155,13627,830,72
"Price County, WI",13802,79.69859441,0,0,0,11,40,166,10,1
"Yates County, NY",25156,79.50389569,0,6,0,14,111,291,4,3
"Crawford County, OH",42808,79.42440665,0,4,7,23,350,682,20,2
"Elk County, PA",31479,79.41802471,1,4,2,18,133,517,12,15
"Harding County, SD",1262,79.23930269,0,0,0,1,0,0,0,0
"Clearwater County, MN",8838,79.20343969,0,6,1,0,43,47,7,0
"Gillespie County, TX",25357,78.8736838,0,5,4,11,60,270,13,0
"Hancock County, GA",8879,78.83770695,0,0,2,5,42,70,8,0
"Clayton County, IA",17773,78.77116975,0,1,0,13,18,37,3,2
"Martin County, IN",10160,78.74015748,0,0,0,8,26,69,9,5
"Lawrence County, IL",16558,78.51189757,1,1,0,11,33,90,5,5
"Ralls County, MO",10192,78.49293564,0,0,0,8,47,151,9,0
"Fayette County, GA",108365,78.43861025,3,7,21,54,286,1125,130,5
"Clermont County, OH",200218,78.41452816,2,34,32,89,1240,4158,118,30
"Bosque County, TX",17855,78.40940913,0,3,0,11,68,118,7,3
"Polk County, NC",20411,78.38910391,0,7,1,7,100,169,14,3
"San Miguel County, CO",7678,78.14535035,0,0,0,6,8,105,2,0
"Newton County, IN",14087,78.08617875,0,0,0,11,74,123,9,1
"Franklin County, ID",12854,77.79679477,0,4,0,6,23,83,2,0
"Stone County, MS",18016,77.70870337,0,3,0,11,45,74,1,0
"Greeley County, KS",1290,77.51937985,0,1,0,0,1,3,0,0
"Cottonwood County, MN",11616,77.47933884,0,4,0,5,45,93,5,2
"Roseau County, MN",15520,77.31958763,1,4,0,7,9,116,3,0
"Van Wert County, OH",28459,77.304192,0,4,1,17,181,513,5,3
"Meade County, SD",27202,77.20020587,0,5,0,16,36,201,11,0
"Thayer County, NE",5189,77.08614377,0,0,0,4,27,52,1,0
"Rooks County, KS",5190,77.07129094,1,1,0,2,10,21,6,0
"Dodge County, WI",88344,76.97183736,1,12,6,49,248,1096,26,8
"Forest County, WI",9126,76.70392286,0,3,1,3,44,156,11,0
"Hancock County, ME",54845,76.57945118,3,4,6,29,256,771,29,2
"Hancock County, WV",30291,75.93014427,0,3,3,17,59,215,18,1
"Rockingham County, VA",77741,75.89302942,0,13,4,42,204,479,49,0
"Knox County, ME",39550,75.85335019,1,4,6,19,136,641,35,4
"Winnebago County, IA",10554,75.80064431,0,1,1,6,13,32,1,1
"Knox County, KY",31790,75.49543882,0,5,8,11,217,160,28,4
"Cumberland County, PA",241212,75.45229922,0,42,69,71,614,3163,80,18
"Delaware County, OH",184979,75.14366496,2,32,59,45,797,2334,100,23
"Beaverhead County, MT",9341,74.93844342,0,0,1,6,12,57,5,4
"Sutton County, TX",4006,74.8876685,0,0,1,2,4,21,4,0
"Montmorency County, MI",9350,74.86631016,0,2,0,5,36,9,0,0
"Guthrie County, IA",10687,74.85730327,0,2,0,6,17,29,6,0
"Buena Vista city, VA",6680,74.8502994,0,1,0,4,3,57,0,0
"Monroe County, MS",36116,74.75910954,0,1,11,15,140,331,9,0
"Clay County, IN",26803,74.61851285,0,1,1,18,45,199,18,0
"Benzie County, MI",17428,74.59260959,1,0,0,12,40,129,1,1
"Emery County, UT",10749,74.42552796,0,2,0,6,53,125,11,2
"Bottineau County, ND",6736,74.2280285,2,0,0,3,18,44,4,0
"Wahkiakum County, WA",4042,74.22068283,0,0,0,3,7,11,2,0
"Custer County, NE",10792,74.12898443,0,1,0,7,19,85,5,1
"Harrison County, IN",39163,74.04948548,0,4,5,20,108,342,40,1
"Goochland County, VA",21626,73.98501803,2,0,0,14,50,155,7,0
"Fulton County, IN",20449,73.35322021,0,1,3,11,41,69,13,0
"Scotts Bluff County, NE",36848,73.27399045,0,6,3,18,137,658,39,2
"Pope County, MN",10932,73.17965606,0,2,0,6,28,58,1,1
"Morrison County, MN",32872,73.01046483,2,7,0,15,48,317,21,0
"Tallahatchie County, MS",15081,72.93946025,0,0,10,1,27,43,0,0
"Green County, WI",37090,72.79590186,0,3,1,23,100,540,39,3
"Wayne County, KY",20678,72.54086469,1,2,5,7,83,131,11,1
"Daviess County, MO",8294,72.34145165,0,0,0,6,39,48,9,1
"McCreary County, KY",17989,72.26638501,0,3,7,3,65,42,9,3
"Wayne County, OH",115071,72.12938099,2,30,18,32,550,1273,72,18
"Lancaster County, VA",11148,71.76175099,1,4,0,3,23,102,4,2
"Door County, WI",27896,71.69486665,1,2,0,17,41,275,8,2
"Green County, KY",11180,71.55635063,0,3,0,4,20,47,5,0
"Utah County, UT",551891,71.39090871,6,85,67,237,1304,8450,364,20
"Morrow County, OH",35033,71.36128793,2,7,4,12,260,465,23,3
"Union County, PA",44867,71.32190697,1,10,5,16,138,344,9,1
"O'Brien County, IA",14044,71.20478496,0,0,0,10,55,70,6,1
"Nicholas County, KY",7039,71.03281716,0,1,1,3,24,21,6,0
"Platte County, NE",32505,70.75834487,0,7,2,14,87,517,28,2
"Murray County, MN",8533,70.31524669,0,2,0,4,20,22,2,0
"Morris County, NJ",499397,70.28476342,2,31,106,212,1144,3850,205,5
"Lewis County, NY",27149,69.98416148,0,0,2,17,124,263,10,7
"Weston County, WY",7158,69.85191394,0,1,0,4,10,76,5,0
"Clatsop County, OR",37244,69.80990227,0,1,11,14,150,601,47,4
"Hocking County, OH",28665,69.77149834,3,5,6,6,205,501,12,2
"Hitchcock County, NE",2872,69.63788301,0,1,0,1,18,4,1,0
"Deuel County, SD",4320,69.44444444,2,1,0,0,15,14,4,0
"Knox County, OH",60810,69.06758757,1,7,8,26,229,980,0,0
"Yellow Medicine County, MN",10143,69.01311249,0,0,0,7,11,31,2,1
"Iroquois County, IL",28982,69.00835001,1,6,1,12,100,289,11,3
"Yuma County, CO",10151,68.95872328,2,3,0,2,7,40,3,0
"Lee County, KY",7260,68.87052342,0,2,1,2,17,37,4,0
"Schuyler County, MO",4358,68.83891693,0,0,0,3,6,19,1,1
"St. Croix County, WI",85930,68.66053765,1,8,3,47,175,1022,48,7
"Juniata County, PA",24768,68.6369509,0,6,2,9,79,127,14,1
"DeKalb County, IN",42307,68.54657622,1,7,3,18,97,514,28,1
"Washington County, OH",61310,68.5043223,0,12,4,25,283,564,28,4
"Perkins County, NE",2921,68.46970216,0,2,0,0,4,7,0,0
"LaGrange County, IN",37996,68.42825561,1,2,6,17,78,184,15,1
"Saratoga County, NY",223865,68.34476135,2,18,20,113,542,2479,55,13
"Davis County, IA",8791,68.25162098,0,0,0,6,8,10,1,0
"Johnson County, KY",23449,68.23318692,2,3,4,7,77,125,15,1
"Audubon County, IA",5873,68.10829218,0,0,0,4,7,15,1,0
"Nuckolls County, NE",4413,67.98096533,0,0,0,3,6,15,0,0
"Washington County, MN",246603,67.72018183,2,39,25,101,926,4657,277,36
"Trempealeau County, WI",29582,67.60868095,0,11,2,7,68,221,9,0
"Adams County, OH",28105,67.60362925,0,3,3,13,234,296,17,2
"Ascension Parish, LA",114393,67.31181104,0,23,53,1,733,2723,40,2
"Moultrie County, IL",14876,67.22237161,0,2,0,8,32,76,2,0
"Hamlin County, SD",5961,67.10283509,0,1,0,3,17,29,2,0
"Pendleton County, WV",7471,66.92544505,0,0,0,5,36,13,3,1
"Adair County, IA",7472,66.91648822,0,0,0,5,28,39,5,1
"Jefferson County, ID",26914,66.87969087,0,5,0,13,33,121,11,0
"Litchfield County, CT",186924,66.87209775,2,38,19,66,386,1877,103,8
"Somerset County, NJ",330585,66.85118805,2,16,111,93,1028,3254,201,14
"Tishomingo County, MS",19529,66.5676686,1,4,1,7,48,55,7,1
"Woods County, OK",9041,66.36434023,0,0,0,6,20,83,4,1
"Houghton County, MI",36225,66.25258799,0,11,1,12,76,403,10,2
"Ashland County, OH",53043,65.9842015,0,15,4,16,316,785,18,4
"Marquette County, WI",15176,65.89351608,0,1,1,8,54,154,18,5
"Osage County, MO",13688,65.75102279,0,1,0,8,59,61,20,0
"Grundy County, IL",50228,65.70040615,1,4,1,27,162,843,8,12
"Clay County, GA",3045,65.68144499,0,0,0,2,2,0,0,0
"Tioga County, NY",50243,65.68079135,0,0,7,26,148,423,15,0
"Hot Spring County, AR",33500,65.67164179,0,5,4,12,39,96,7,2
"Hancock County, IN",71575,65.66538596,1,6,16,24,190,536,41,2
"Fluvanna County, VA",25977,65.44250683,0,3,0,14,57,145,7,4
"Holmes County, MS",18428,65.11829824,1,0,0,11,15,5,2,0
"Meade County, KY",29210,65.04621705,0,3,4,12,111,98,16,1
"Middlesex County, VA",10762,65.04367218,0,4,0,3,19,35,1,0
"Grundy County, IA",12314,64.96670456,0,0,0,8,13,57,3,1
"Chickasaw County, IA",12321,64.92979466,1,1,0,6,28,45,3,0
"Miami County, OH",103439,64.7724746,1,17,35,13,561,2340,78,20
"Carroll County, IN",20086,64.7216967,0,3,1,9,95,206,27,0
"Matanuska-Susitna Borough, AK",95192,64.08101521,0,4,8,49,77,511,28,8
"Harrison County, OH",15622,64.01229036,0,5,1,4,61,112,13,0
"Rowan County, KY",23527,63.75653504,0,6,4,5,66,228,10,1
"Moore County, TN",6301,63.48198699,0,0,0,4,20,65,4,0
"Pike County, OH",28367,63.45401347,3,3,5,7,88,310,19,6
"Lee County, MS",85340,63.27630654,0,3,7,44,299,464,31,20
"Hickman County, KY",4745,63.22444679,0,0,0,2,11,17,4,0
"Wright County, MN",128470,63.04973924,0,12,8,61,233,2016,82,10
"Carver County, MN",95562,62.78646324,1,21,7,31,162,901,25,7
"Tattnall County, GA",25526,62.68118781,0,2,2,12,129,246,34,0
"Throckmorton County, TX",1600,62.5,0,0,0,1,1,4,0,0
"Casey County, KY",16067,62.23937263,0,1,3,4,56,46,4,1
"Windham County, CT",117604,62.07271862,0,11,21,41,194,561,74,8
"Amite County, MS",12899,62.02031165,1,0,1,5,1,1,1,0
"Newton County, AR",8064,62.00396825,0,5,0,0,12,7,0,0
"Antelope County, NE",6456,61.95786865,2,0,0,2,4,10,0,0
"Waukesha County, WI",393843,61.95362111,4,38,48,154,746,4143,115,2
"Pike County, GA",17796,61.81164307,0,3,2,6,44,69,1,0
"Dubois County, IN",42361,61.37721017,0,2,0,24,42,210,14,0
"Washington County, RI",126259,60.98575151,1,14,14,48,346,1627,68,10
"Scotland County, MO",4921,60.96321886,0,0,0,3,24,57,2,0
"De Witt County, IL",16420,60.90133983,0,1,1,8,13,42,0,1
"Burt County, NE",6574,60.84575601,0,0,0,4,11,22,2,0
"McDuffie County, GA",21565,60.28286575,1,1,1,10,107,161,15,0
"Hudspeth County, TX",3318,60.27727547,0,0,0,2,11,18,1,0
"Webster County, MS",9987,60.07810153,0,0,1,5,13,21,1,0
"Lincoln County, WY",18364,59.89980396,0,0,0,11,38,89,4,1
"Breckinridge County, KY",20040,59.88023952,0,6,1,6,37,26,9,2
"Addison County, VT",36791,59.79723302,0,4,2,16,183,356,17,3
"Schoharie County, NY",31844,59.66587112,0,6,1,12,133,333,12,0
"Treutlen County, GA",6712,59.59475566,0,0,0,4,26,50,0,0
"Ringgold County, IA",5072,59.14826498,0,0,0,3,3,7,0,0
"Garrard County, KY",16915,59.11912504,0,1,1,7,69,82,6,3
"Lewis County, MO",10152,59.10165485,0,1,1,4,35,80,11,1
"Washakie County, WY",8463,59.08070424,0,0,0,5,2,44,1,0
"Custer County, SD",8468,59.04581956,0,1,0,4,8,21,4,0
"Cumberland County, KY",6789,58.9188393,0,1,1,2,32,14,4,0
"Brunswick County, VA",16973,58.91710364,0,1,2,7,56,79,13,1
"Noble County, IN",47570,58.86062645,0,7,2,19,145,486,15,1
"Orange County, VT",28915,58.79301401,1,7,1,8,192,238,18,10
"Hanson County, SD",3405,58.73715125,0,1,0,1,1,2,0,0
"Woodford County, IL",39273,58.56440812,0,3,1,19,66,308,10,1
"McCone County, MT",1709,58.51375073,1,0,0,0,0,5,0,1
"Jackson County, MN",10260,58.47953216,0,0,1,5,14,84,3,0
