RegionName,StateName,SizeRank,2015,2016,2017,2018,2019
Forest,Virginia,1897,223150.0,223366.66666666666,223366.66666666666,244108.33333333334,248991.66666666666
Summerfield,Florida,1898,142250.0,152300.0,164641.66666666666,174766.66666666666,186266.66666666666
Ashland,Oregon,1899,361850.0,403950.0,414208.3333333333,437208.3333333333,478533.3333333333
Zachary,Louisiana,1901,201491.66666666666,195425.0,206366.66666666666,203158.33333333334,199383.33333333334
Navarre,Florida,1902,194491.66666666666,201066.66666666666,219358.33333333334,237233.33333333334,248616.66666666666
Aptos,California,1903,712416.6666666666,777291.6666666666,862733.3333333334,878325.0,859908.3333333334
Blacklick,Ohio,1904,152758.33333333334,166475.0,180883.33333333334,200325.0,210808.33333333334
Okemos,Michigan,1905,194150.0,209516.66666666666,232841.66666666666,253416.66666666666,254433.33333333334
North Potomac,Maryland,1906,583066.6666666666,623116.6666666666,632741.6666666666,620091.6666666666,651475.0
Yucca Valley,California,1907,130258.33333333333,152258.33333333334,169800.0,198933.33333333334,204425.0
Oildale,California,1908,121500.0,124400.0,135858.33333333334,143733.33333333334,129808.33333333333
North Wales,Pennsylvania,1909,264116.6666666667,271150.0,284658.3333333333,295741.6666666667,297783.3333333333
Berea,Kentucky,1910,121500.0,127275.0,133725.0,138175.0,146691.66666666666
Wyandotte,Michigan,1911,73841.66666666667,83483.33333333333,104383.33333333333,112516.66666666667,120375.0
Walpole,Massachusetts,1913,401933.3333333333,419050.0,466633.3333333333,499066.6666666667,498458.3333333333
Northfield,Minnesota,1914,197800.0,214875.0,239025.0,251591.66666666666,256608.33333333334
Estero,Florida,1915,0.0,0.0,167558.33333333334,287116.6666666667,291091.6666666667
Caledonia,Wisconsin,1917,174750.0,182091.66666666666,203791.66666666666,218866.66666666666,234266.66666666666
Groveton,Virginia,1918,419050.0,419325.0,429141.6666666667,453791.6666666667,477550.0
Temple Terrace,Florida,1921,54108.333333333336,149275.0,165175.0,185516.66666666666,195266.66666666666
Dedham,Massachusetts,1922,390591.6666666667,404991.6666666667,452491.6666666667,479583.3333333333,470833.3333333333
Bastrop,Texas,1923,180100.0,194233.33333333334,206183.33333333334,223658.33333333334,241275.0
Muskego,Wisconsin,1924,251058.33333333334,246941.66666666666,269900.0,308150.0,307300.0
Grandview,Missouri,1925,0.0,55116.666666666664,113200.0,123808.33333333333,129883.33333333333
Elmwood Park,Illinois,1926,0.0,0.0,72866.66666666667,219325.0,235975.0
Columbine,Colorado,1927,322275.0,361316.6666666667,382075.0,400283.3333333333,433716.6666666667
Onalaska,Wisconsin,1928,168633.33333333334,207541.66666666666,202375.0,210391.66666666666,225958.33333333334
Smiths,Alabama,1930,89358.33333333333,139600.0,138658.33333333334,158508.33333333334,155533.33333333334
Menomonie,Wisconsin,1933,134875.0,142900.0,159450.0,166433.33333333334,165550.0
Mandan,North Dakota,1934,222125.0,221366.66666666666,226666.66666666666,232758.33333333334,225300.0
King George,Virginia,1935,233125.0,249400.0,258133.33333333334,258841.66666666666,275025.0
Chambersburg,Pennsylvania,1936,121641.66666666667,128100.0,144716.66666666666,147375.0,145866.66666666666
Scotch Plains,New Jersey,1937,441358.3333333333,478983.3333333333,470175.0,485958.3333333333,473208.3333333333
Douglas,Georgia,1938,85391.66666666667,85766.66666666667,99308.33333333333,92575.0,105083.33333333333
North Kingstown,Rhode Island,1939,0.0,0.0,191858.33333333334,360416.6666666667,370575.0
Locust Grove,Georgia,1940,94300.0,137008.33333333334,150166.66666666666,168658.33333333334,190283.33333333334
Crawfordville,Florida,1941,115558.33333333333,142866.66666666666,136616.66666666666,167691.66666666666,180025.0
Aberdeen,Maryland,1942,157291.66666666666,170633.33333333334,176425.0,183341.66666666666,197325.0
Seal Beach,California,1943,741708.3333333334,807341.6666666666,890108.3333333334,934575.0,885725.0
Richmond Hill,Georgia,1944,230608.33333333334,225725.0,239108.33333333334,251150.0,245291.66666666666
Cliffside Park,New Jersey,1945,373791.6666666667,384383.3333333333,412375.0,455533.3333333333,465925.0
Somerset,New Jersey,1946,226000.0,260766.66666666666,253241.66666666666,264100.0,289775.0
Shirley,New York,1947,189216.66666666666,192616.66666666666,201858.33333333334,223416.66666666666,263700.0
Derwood,Maryland,1948,381683.3333333333,379083.3333333333,413625.0,431000.0,429666.6666666667
Roselle,Illinois,1949,0.0,36066.666666666664,215108.33333333334,211358.33333333334,241908.33333333334
Coos Bay,Oregon,1951,151816.66666666666,160758.33333333334,173800.0,177983.33333333334,207200.0
Mercer Island,Washington,1953,1048225.0,1131925.0,1247641.6666666667,1399341.6666666667,1451525.0
Walker,Michigan,1954,147558.33333333334,158991.66666666666,179558.33333333334,195900.0,203233.33333333334
El Cerrito,California,1955,724700.0,751933.3333333334,856425.0,921308.3333333334,911891.6666666666
Allendale,Michigan,1956,174433.33333333334,181608.33333333334,197591.66666666666,231966.66666666666,227891.66666666666
Carney,Maryland,1957,211083.33333333334,215500.0,215375.0,224091.66666666666,228508.33333333334
West Hempstead,New York,1958,391458.3333333333,409708.3333333333,415475.0,460266.6666666667,478741.6666666667
University Park,Texas,1960,1093808.3333333333,1180058.3333333333,1262958.3333333333,1397216.6666666667,1284508.3333333333
Agoura Hills,California,1961,498658.3333333333,721341.6666666666,761233.3333333334,800425.0,842350.0
Kelso,Washington,1962,68691.66666666667,167316.66666666666,180866.66666666666,217575.0,234108.33333333334
Fruit Cove,Florida,1964,223683.33333333334,253783.33333333334,266033.3333333333,273941.6666666667,307708.3333333333
Carteret,New Jersey,1965,210691.66666666666,204058.33333333334,230125.0,248641.66666666666,277575.0
Vinings,Georgia,1966,263516.6666666667,270233.3333333333,268816.6666666667,299208.3333333333,308516.6666666667
Village of Palmetto Bay,Florida,1967,468658.3333333333,497050.0,524000.0,532233.3333333334,537266.6666666666
Port Jefferson Station,New York,1968,309541.6666666667,313291.6666666667,318358.3333333333,334541.6666666667,353725.0
Azle,Texas,1969,148241.66666666666,165883.33333333334,178958.33333333334,206916.66666666666,210441.66666666666
Maywood,Illinois,1970,0.0,0.0,20458.333333333332,137816.66666666666,149083.33333333334
Eagle Mountain,Utah,1971,214500.0,232791.66666666666,258391.66666666666,285658.3333333333,308075.0
Elk River,Minnesota,1972,210725.0,211391.66666666666,235975.0,248966.66666666666,249108.33333333334
Zionsville,Indiana,1973,340291.6666666667,354316.6666666667,366058.3333333333,377433.3333333333,400383.3333333333
Coronado,California,1974,1417716.6666666667,1457516.6666666667,1430816.6666666667,1616816.6666666667,1621925.0
Homosassa,Florida,1975,130133.33333333333,142775.0,156975.0,168866.66666666666,187966.66666666666
Imperial,Missouri,1976,164600.0,170800.0,185433.33333333334,199491.66666666666,206408.33333333334
Wall Township,New Jersey,1977,434483.3333333333,444483.3333333333,485391.6666666667,475191.6666666667,491625.0
Morton Grove,Illinois,1978,253991.66666666666,263825.0,288716.6666666667,302816.6666666667,283325.0
Middleborough,Massachusetts,1980,276858.3333333333,283208.3333333333,287975.0,318300.0,336458.3333333333
Saginaw,Texas,1981,143508.33333333334,159641.66666666666,177316.66666666666,194558.33333333334,208650.0
Lower Paxton Township,Pennsylvania,1982,208850.0,209508.33333333334,230100.0,217508.33333333334,237008.33333333334
North Haven,Connecticut,1984,245050.0,256216.66666666666,274200.0,268575.0,272408.3333333333
Simsbury,Connecticut,1985,285391.6666666667,293475.0,291841.6666666667,303433.3333333333,305608.3333333333
Daphne,Alabama,1986,164941.66666666666,172358.33333333334,177916.66666666666,190683.33333333334,201500.0
South Plainfield,New Jersey,1987,276575.0,272133.3333333333,281775.0,298883.3333333333,328908.3333333333
Tullahoma,Tennessee,1988,100608.33333333333,122150.0,125258.33333333333,140583.33333333334,150516.66666666666
Lemont,Illinois,1989,315241.6666666667,358833.3333333333,314541.6666666667,353333.3333333333,331541.6666666667
Ephrata Township,Pennsylvania,1991,173933.33333333334,173833.33333333334,184241.66666666666,209591.66666666666,212975.0
Town Of East Fishkill,New York,1992,321533.3333333333,326500.0,310575.0,331458.3333333333,357166.6666666667
McHenry,Illinois,1994,131158.33333333334,140991.66666666666,154175.0,168608.33333333334,176383.33333333334
Silverdale,Washington,1995,275000.0,311100.0,335691.6666666667,359708.3333333333,400433.3333333333
The Crossings,Florida,1996,207733.33333333334,238675.0,256350.0,264616.6666666667,286650.0
Millsboro,Delaware,1997,167458.33333333334,202600.0,221600.0,219275.0,231541.66666666666
Branson,Missouri,1999,119100.0,128333.33333333333,118358.33333333333,122308.33333333333,131491.66666666666
Cranford,New Jersey,2000,417608.3333333333,420725.0,456400.0,458250.0,465725.0
Westford,Massachusetts,2001,439250.0,419800.0,465108.3333333333,510508.3333333333,509475.0
Ottawa,Illinois,2002,0.0,47283.333333333336,104808.33333333333,119008.33333333333,126666.66666666667
Mint Hill,North Carolina,2003,226650.0,230975.0,243650.0,265700.0,282858.3333333333
Mequon,Wisconsin,2004,335700.0,355600.0,361666.6666666667,382500.0,406041.6666666667
Wexford,Pennsylvania,2005,319400.0,299750.0,307866.6666666667,335166.6666666667,352725.0
Harvest,Alabama,2006,139808.33333333334,147233.33333333334,158083.33333333334,170150.0,186608.33333333334
Lexington Park,Maryland,2008,0.0,0.0,76900.0,231408.33333333334,242175.0
Seymour,Tennessee,2009,150750.0,159800.0,167033.33333333334,183225.0,192058.33333333334
Westmont,Illinois,2010,217233.33333333334,208475.0,211500.0,256450.0,271608.3333333333
Rosemont,California,2012,230683.33333333334,253166.66666666666,280941.6666666667,301366.6666666667,319716.6666666667
Kihei,Hawaii,2013,517408.3333333333,522766.6666666667,591258.3333333334,624575.0,683000.0
Yarmouth,Massachusetts,2014,264125.0,277833.3333333333,290725.0,319733.3333333333,321958.3333333333
Keene,New Hampshire,2015,160108.33333333334,164800.0,167308.33333333334,175108.33333333334,178891.66666666666
White Bear Lake,Minnesota,2016,192091.66666666666,211875.0,226141.66666666666,243683.33333333334,254383.33333333334
Haymarket,Virginia,2017,455066.6666666667,482341.6666666667,476025.0,510875.0,500058.3333333333
Fountain Hills,Arizona,2018,265983.3333333333,269641.6666666667,290208.3333333333,317525.0,343175.0
North Tustin,California,2021,813133.3333333334,870858.3333333334,968108.3333333334,988091.6666666666,1046900.0
Romulus,Michigan,2022,0.0,0.0,65341.666666666664,107716.66666666667,109650.0
Peekskill,New York,2023,261816.66666666666,272658.3333333333,269700.0,323966.6666666667,333241.6666666667
Lynn Haven,Florida,2025,176675.0,189341.66666666666,205441.66666666666,211341.66666666666,150516.66666666666
Youngsville,Louisiana,2027,208666.66666666666,197541.66666666666,192941.66666666666,205875.0,198983.33333333334
Crofton,Maryland,2028,302925.0,293791.6666666667,294225.0,297675.0,315300.0
Medford Township,New Jersey,2029,314741.6666666667,329166.6666666667,317133.3333333333,318825.0,337858.3333333333
Vernon Hills,Illinois,2030,249591.66666666666,228025.0,257558.33333333334,271866.6666666667,300508.3333333333
Calabasas,California,2031,908050.0,1052808.3333333333,915483.3333333334,1186808.3333333333,1215866.6666666667
Ooltewah,Tennessee,2032,204466.66666666666,228050.0,241716.66666666666,261283.33333333334,268691.6666666667
Coldwater,Michigan,2033,0.0,25025.0,98475.0,113983.33333333333,125608.33333333333
Town Of Halfmoon,New York,2034,278633.3333333333,266116.6666666667,273591.6666666667,301466.6666666667,322450.0
Granite Bay,California,2035,649750.0,679091.6666666666,728891.6666666666,758225.0,803858.3333333334
Acton,Massachusetts,2036,457616.6666666667,461341.6666666667,500808.3333333333,515875.0,482891.6666666667
Homer Glen,Illinois,2037,163991.66666666666,302833.3333333333,320033.3333333333,337041.6666666667,352033.3333333333
Herriman,Utah,2038,0.0,0.0,59091.666666666664,339925.0,385775.0
Champlin,Minnesota,2039,200525.0,210066.66666666666,233258.33333333334,248816.66666666666,266800.0
Smithfield,North Carolina,2040,0.0,79216.66666666667,151791.66666666666,163341.66666666666,173208.33333333334
Massapequa Park,New York,2041,418366.6666666667,425241.6666666667,462333.3333333333,492975.0,505525.0
Port Hueneme,California,2042,320525.0,335575.0,347808.3333333333,380208.3333333333,391541.6666666667
Rosemount,Minnesota,2044,241266.66666666666,251350.0,259458.33333333334,280866.6666666667,317575.0
Solon,Ohio,2045,273391.6666666667,243625.0,264783.3333333333,271908.3333333333,277283.3333333333
Trussville,Alabama,2046,211808.33333333334,221866.66666666666,229808.33333333334,238383.33333333334,256508.33333333334
Watauga,Texas,2047,125783.33333333333,138983.33333333334,158316.66666666666,178908.33333333334,186750.0
Dixon,California,2048,340533.3333333333,370833.3333333333,397891.6666666667,432475.0,438775.0
Grayson,Georgia,2049,204708.33333333334,197558.33333333334,217600.0,250441.66666666666,267200.0
Munster,Indiana,2050,186908.33333333334,197166.66666666666,215591.66666666666,226883.33333333334,222683.33333333334
Versailles,Kentucky,2051,202541.66666666666,181983.33333333334,189883.33333333334,201966.66666666666,70625.0
Castaic,California,2055,459800.0,493366.6666666667,529150.0,556058.3333333334,551650.0
Greater Landover,Maryland,2056,0.0,101500.0,177291.66666666666,196966.66666666666,220125.0
Westchase,Florida,2057,289083.3333333333,307958.3333333333,315333.3333333333,332741.6666666667,350475.0
Candler-Mcafee,Georgia,2058,0.0,0.0,65083.333333333336,145125.0,163541.66666666666
Olney,Maryland,2059,411300.0,398441.6666666667,419441.6666666667,436341.6666666667,449216.6666666667
Mustang,Oklahoma,2060,156675.0,155508.33333333334,164733.33333333334,170741.66666666666,184208.33333333334
Orange City,Florida,2062,94250.0,114525.0,140616.66666666666,155275.0,162733.33333333334
Chowchilla,California,2063,0.0,0.0,66191.66666666667,208825.0,244083.33333333334
Anthem,Arizona,2064,212516.66666666666,240491.66666666666,255591.66666666666,279358.3333333333,300125.0
Edgewood,Maryland,2065,105416.66666666667,115616.66666666667,127950.0,139466.66666666666,149058.33333333334
Sycamore,Illinois,2066,151083.33333333334,155125.0,170583.33333333334,185541.66666666666,184116.66666666666
Hiram,Georgia,2068,126408.33333333333,139066.66666666666,150575.0,164175.0,173091.66666666666
Lockport,Illinois,2069,173508.33333333334,177575.0,205025.0,207816.66666666666,208483.33333333334
Yelm,Washington,2070,177183.33333333334,206183.33333333334,229808.33333333334,257983.33333333334,291408.3333333333
Chanhassen,Minnesota,2071,287016.6666666667,304416.6666666667,322841.6666666667,335616.6666666667,388233.3333333333
South Portland,Maine,2072,220191.66666666666,235816.66666666666,252908.33333333334,284183.3333333333,283816.6666666667
Gardnerville,Nevada,2073,245933.33333333334,272191.6666666667,300641.6666666667,363975.0,371650.0
Seaford,Delaware,2074,104450.0,158583.33333333334,169008.33333333334,168433.33333333334,175783.33333333334
Crystal,Minnesota,2075,163425.0,180266.66666666666,194016.66666666666,215208.33333333334,225850.0
Webster Groves,Missouri,2076,236883.33333333334,243450.0,253900.0,259500.0,272600.0
Rolling Meadows,Illinois,2077,183341.66666666666,174733.33333333334,186483.33333333334,198366.66666666666,214150.0
De Witt,New York,2079,145866.66666666666,168408.33333333334,174150.0,181716.66666666666,182941.66666666666
Monument,Colorado,2081,400083.3333333333,437958.3333333333,457866.6666666667,510183.3333333333,509375.0
Elko,Nevada,2082,152400.0,225516.66666666666,239375.0,247083.33333333334,255083.33333333334
Maple Heights,Ohio,2084,8300.0,38141.666666666664,44225.0,51116.666666666664,58100.0
Gardner,Kansas,2085,0.0,32683.333333333332,200616.66666666666,217666.66666666666,229341.66666666666
Pottstown,Pennsylvania,2086,142741.66666666666,137416.66666666666,156108.33333333334,157450.0,158441.66666666666
Byron Center,Michigan,2087,197025.0,220341.66666666666,220716.66666666666,241866.66666666666,287350.0
Alvin,Texas,2089,143141.66666666666,151575.0,164458.33333333334,165691.66666666666,175991.66666666666
Darien,Illinois,2090,249975.0,250500.0,270300.0,299083.3333333333,292133.3333333333
La Grange,Kentucky,2092,207175.0,215633.33333333334,233916.66666666666,252883.33333333334,260825.0
Willoughby,Ohio,2093,47625.0,132575.0,139183.33333333334,148600.0,151975.0
Canfield,Ohio,2094,55283.333333333336,173791.66666666666,171016.66666666666,188850.0,184491.66666666666
Benbrook,Texas,2095,164816.66666666666,175933.33333333334,192175.0,210066.66666666666,219591.66666666666
Beaver Dam,Wisconsin,2096,74850.0,117541.66666666667,124733.33333333333,138000.0,146983.33333333334
Newport,North Carolina,2097,127616.66666666667,171050.0,175608.33333333334,195250.0,201175.0
Guilford,Connecticut,2098,328841.6666666667,344016.6666666667,345366.6666666667,370325.0,369083.3333333333
Chalmette,Louisiana,2100,70991.66666666667,126483.33333333333,137425.0,144041.66666666666,148958.33333333334
Olmsted Falls,Ohio,2101,144491.66666666666,148775.0,156866.66666666666,166366.66666666666,174883.33333333334
Saint Marys,Georgia,2102,128316.66666666667,137291.66666666666,128491.66666666667,136508.33333333334,167200.0
New Brighton,Minnesota,2106,218783.33333333334,229883.33333333334,251641.66666666666,257258.33333333334,269300.0
Chardon,Ohio,2107,189558.33333333334,199991.66666666666,218491.66666666666,226008.33333333334,218275.0
Oshtemo,Michigan,2109,178616.66666666666,189075.0,192675.0,208508.33333333334,231300.0
Stony Brook,New York,2110,395825.0,403833.3333333333,448316.6666666667,446133.3333333333,462608.3333333333
Kenmore,Washington,2111,432066.6666666667,480866.6666666667,574016.6666666666,621308.3333333334,629133.3333333334
Boiling Springs,South Carolina,2112,125033.33333333333,131375.0,143883.33333333334,156366.66666666666,167625.0
Maryland Heights,Missouri,2113,133650.0,138541.66666666666,148883.33333333334,161200.0,161833.33333333334
Valley Center,California,2114,468883.3333333333,518808.3333333333,565675.0,595650.0,583633.3333333334
Temperance,Michigan,2115,145416.66666666666,139183.33333333334,147050.0,174333.33333333334,182583.33333333334
Bethpage,New York,2116,379675.0,407516.6666666667,432283.3333333333,440108.3333333333,481050.0
Hingham,Massachusetts,2117,0.0,112091.66666666667,772141.6666666666,769700.0,763591.6666666666
American Canyon,California,2118,429041.6666666667,459566.6666666667,494283.3333333333,515283.3333333333,513283.3333333333
Centerville,Ohio,2119,152283.33333333334,162041.66666666666,160400.0,178241.66666666666,186408.33333333334
Villa Park,Illinois,2120,181433.33333333334,191808.33333333334,202575.0,219166.66666666666,220991.66666666666
Saline,Michigan,2122,285591.6666666667,279166.6666666667,311925.0,313883.3333333333,329258.3333333333
Blythewood,South Carolina,2124,191875.0,192600.0,207625.0,208358.33333333334,238125.0
Washougal,Washington,2125,291366.6666666667,309400.0,358075.0,390491.6666666667,400050.0
Theodore,Alabama,2126,92083.33333333333,90725.0,108650.0,117141.66666666667,120625.0
Raritan Township,New Jersey,2127,338775.0,344816.6666666667,342558.3333333333,360333.3333333333,360858.3333333333
Merchantville,New Jersey,2128,114541.66666666667,133758.33333333334,136266.66666666666,148050.0,160183.33333333334
Lillington,North Carolina,2129,70783.33333333333,147133.33333333334,154275.0,163483.33333333334,171491.66666666666
North Plainfield,New Jersey,2130,188625.0,190075.0,220333.33333333334,259016.66666666666,271325.0
Wilsonville,Oregon,2132,373391.6666666667,383458.3333333333,411558.3333333333,432466.6666666667,450575.0
Hillsborough,North Carolina,2133,218941.66666666666,240958.33333333334,254800.0,271333.3333333333,287066.6666666667
Hamtramck,Michigan,2134,0.0,0.0,47916.666666666664,72825.0,95141.66666666667
Phelan,California,2135,201658.33333333334,245275.0,272766.6666666667,278591.6666666667,296775.0
West Carson,California,2136,394166.6666666667,416241.6666666667,436433.3333333333,456725.0,490408.3333333333
Bixby,Oklahoma,2137,180508.33333333334,179275.0,186725.0,201241.66666666666,215408.33333333334
Norton Shores,Michigan,2139,111100.0,129416.66666666667,135083.33333333334,145758.33333333334,157766.66666666666
Prairie Village,Kansas,2140,0.0,0.0,151833.33333333334,285100.0,301600.0
Stoneham,Massachusetts,2141,402250.0,413283.3333333333,446800.0,460391.6666666667,480925.0
South Euclid,Ohio,2143,67800.0,72541.66666666667,81050.0,83658.33333333333,89616.66666666667
Socastee,South Carolina,2144,140016.66666666666,154283.33333333334,156725.0,156491.66666666666,161766.66666666666
Manor,Texas,2145,159683.33333333334,175625.0,184808.33333333334,198383.33333333334,209466.66666666666
Maumelle,Arkansas,2146,194858.33333333334,195400.0,193083.33333333334,200758.33333333334,199908.33333333334
Royse City,Texas,2147,156558.33333333334,175883.33333333334,194525.0,209041.66666666666,219758.33333333334
Mattoon,Illinois,2148,0.0,0.0,45558.333333333336,75516.66666666667,83491.66666666667
Farragut,Tennessee,2149,327991.6666666667,349025.0,331508.3333333333,352750.0,380891.6666666667
Enterprise,Alabama,2150,0.0,0.0,85566.66666666667,137300.0,145958.33333333334
Duarte,California,2151,428775.0,451950.0,455466.6666666667,525116.6666666666,520891.6666666667
Baker,Louisiana,2152,0.0,0.0,43141.666666666664,116358.33333333333,118533.33333333333
Loma Linda,California,2153,325025.0,332333.3333333333,346958.3333333333,383325.0,380533.3333333333
Groveland,Florida,2154,158325.0,172641.66666666666,193766.66666666666,213533.33333333334,233275.0
Havelock,North Carolina,2155,123516.66666666667,122033.33333333333,120425.0,130875.0,140216.66666666666
Marina,California,2156,0.0,0.0,46875.0,569108.3333333334,621508.3333333334
Fernley,Nevada,2157,164025.0,180783.33333333334,212091.66666666666,240283.33333333334,252708.33333333334
Auburn Hills,Michigan,2158,130683.33333333333,141275.0,156625.0,157041.66666666666,169966.66666666666
Toccoa,Georgia,2159,0.0,14016.666666666666,95583.33333333333,102325.0,101508.33333333333
Hercules,California,2160,418125.0,452775.0,477516.6666666667,541383.3333333334,550266.6666666666
West Deptford Township,New Jersey,2163,178841.66666666666,166808.33333333334,169300.0,149975.0,176050.0
Helotes,Texas,2164,0.0,201025.0,307208.3333333333,341225.0,336583.3333333333
Jenks,Oklahoma,2167,184691.66666666666,185633.33333333334,194883.33333333334,196550.0,216458.33333333334
Hillside,New Jersey,2168,179466.66666666666,194608.33333333334,199300.0,216633.33333333334,264250.0
Wareham,Massachusetts,2169,215025.0,217841.66666666666,232175.0,259625.0,271925.0
Siloam Springs,Arkansas,2170,118100.0,126375.0,130658.33333333333,142750.0,154400.0
Los Alamitos,California,2171,797241.6666666666,842533.3333333334,886950.0,951650.0,984825.0
Citrus Ridge,Florida,2172,173141.66666666666,183341.66666666666,197800.0,234333.33333333334,248825.0
Mulberry,Florida,2173,119041.66666666667,141466.66666666666,154033.33333333334,167683.33333333334,179675.0
Lyndhurst,New Jersey,2174,330916.6666666667,331966.6666666667,350366.6666666667,358341.6666666667,366191.6666666667
Charles Town,West Virginia,2176,215600.0,210616.66666666666,232783.33333333334,238991.66666666666,245175.0
Springboro,Ohio,2177,214333.33333333334,225550.0,239641.66666666666,251841.66666666666,260658.33333333334
Sun City Center,Florida,2178,134183.33333333334,148416.66666666666,159108.33333333334,178916.66666666666,193441.66666666666
Hayesville,Oregon,2179,172300.0,198108.33333333334,215425.0,248550.0,274641.6666666667
Dyer,Indiana,2180,187900.0,184675.0,208975.0,215866.66666666666,239641.66666666666
Ludlow,Massachusetts,2182,0.0,0.0,130575.0,207416.66666666666,225866.66666666666
Hurricane,West Virginia,2183,145383.33333333334,194525.0,184866.66666666666,193158.33333333334,217125.0
Biddeford,Maine,2184,126325.0,206225.0,231616.66666666666,241533.33333333334,258616.66666666666
Chapin,South Carolina,2186,17300.0,223841.66666666666,231500.0,234733.33333333334,258808.33333333334
Ives Estates,Florida,2187,119283.33333333333,132141.66666666666,156941.66666666666,169075.0,200716.66666666666
Del City,Oklahoma,2188,60691.666666666664,63833.333333333336,66650.0,69566.66666666667,72566.66666666667
Glen Mills,Pennsylvania,2189,368158.3333333333,356741.6666666667,367916.6666666667,387783.3333333333,425041.6666666667
Mountain Brook,Alabama,2191,484566.6666666667,482208.3333333333,543341.6666666666,576433.3333333334,538066.6666666666
De Soto,Missouri,2192,95341.66666666667,111483.33333333333,118666.66666666667,130808.33333333333,138533.33333333334
Kuna,Idaho,2193,156725.0,171833.33333333334,190841.66666666666,220625.0,252458.33333333334
Twentynine Palms,California,2194,71725.0,80300.0,93666.66666666667,117875.0,135550.0
Shorewood,Illinois,2195,225675.0,225183.33333333334,258166.66666666666,241566.66666666666,236450.0
Franklin Park,Illinois,2196,147691.66666666666,164733.33333333334,185541.66666666666,203741.66666666666,214491.66666666666
Tukwila,Washington,2197,239733.33333333334,271933.3333333333,301191.6666666667,354241.6666666667,374208.3333333333
Carol City,Florida,2198,172266.66666666666,209700.0,237883.33333333334,263983.3333333333,275783.3333333333
Fallon,Nevada,2199,163925.0,166041.66666666666,179483.33333333334,219841.66666666666,237616.66666666666
Morrison,Colorado,2200,201766.66666666666,352958.3333333333,392858.3333333333,422841.6666666667,444950.0
Cheney,Washington,2202,29183.333333333332,189158.33333333334,211058.33333333334,236016.66666666666,261875.0
West Columbia,South Carolina,2203,112008.33333333333,119825.0,109808.33333333333,118725.0,128075.0
Town of Canandaigua,New York,2205,0.0,0.0,50258.333333333336,195916.66666666666,213566.66666666666
Canal Winchester,Ohio,2206,185691.66666666666,199108.33333333334,220891.66666666666,231025.0,246100.0
Golden Valley,Minnesota,2207,261408.33333333334,281316.6666666667,297750.0,312350.0,330275.0
Murrysville,Pennsylvania,2209,215500.0,208566.66666666666,221475.0,232208.33333333334,229016.66666666666
Loves Park,Illinois,2211,86575.0,91300.0,97283.33333333333,103650.0,110225.0
Minooka,Illinois,2212,53158.333333333336,167500.0,194416.66666666666,199700.0,215866.66666666666
Syosset,New York,2213,590475.0,607683.3333333334,650650.0,696141.6666666666,721975.0
Lawrenceburg,Kentucky,2214,120116.66666666667,127891.66666666667,139416.66666666666,141066.66666666666,152733.33333333334
Weirton,West Virginia,2215,0.0,44866.666666666664,83558.33333333333,82008.33333333333,92700.0
Stanwood,Washington,2217,303875.0,332108.3333333333,376741.6666666667,404275.0,440925.0
Lake Placid,Florida,2218,97558.33333333333,113300.0,121275.0,135491.66666666666,145850.0
New Hope,Minnesota,2219,194000.0,212266.66666666666,222616.66666666666,232391.66666666666,250625.0
Westerly,Rhode Island,2220,277066.6666666667,285625.0,306025.0,297891.6666666667,317300.0
Enumclaw,Washington,2221,294283.3333333333,329133.3333333333,357408.3333333333,371516.6666666667,424208.3333333333
Greater Northdale,Florida,2222,198808.33333333334,213325.0,224483.33333333334,240583.33333333334,264500.0
La Plata,Maryland,2223,264833.3333333333,287841.6666666667,303283.3333333333,313650.0,311333.3333333333
Lino Lakes,Minnesota,2224,239066.66666666666,253625.0,268766.6666666667,286650.0,266200.0
Avon Lake,Ohio,2226,215266.66666666666,212108.33333333334,213441.66666666666,214800.0,233000.0
East Ridge,Tennessee,2227,96100.0,105375.0,112800.0,120833.33333333333,133866.66666666666
South Saint Paul,Minnesota,2228,159383.33333333334,174233.33333333334,186025.0,207291.66666666666,215816.66666666666
Rigby,Idaho,2229,181341.66666666666,202816.66666666666,225266.66666666666,241091.66666666666,277241.6666666667
Onondaga,New York,2230,159708.33333333334,177691.66666666666,183333.33333333334,184583.33333333334,201508.33333333334
Fountain Inn,South Carolina,2231,131050.0,129425.0,150058.33333333334,158833.33333333334,167083.33333333334
Sparta Township,New Jersey,2232,319141.6666666667,332083.3333333333,330600.0,335233.3333333333,344208.3333333333
Mill Creek,Washington,2234,404350.0,443216.6666666667,480658.3333333333,558325.0,560325.0
Key West,Florida,2235,499291.6666666667,535275.0,591716.6666666666,615650.0,624508.3333333334
Dewitt,Michigan,2236,161750.0,168758.33333333334,188350.0,194808.33333333334,199541.66666666666
Panama City Beach,Florida,2237,218633.33333333334,230991.66666666666,242475.0,263866.6666666667,277625.0
Mount Washington,Kentucky,2238,165683.33333333334,169400.0,186241.66666666666,202583.33333333334,195233.33333333334
The Dalles,Oregon,2239,159225.0,185091.66666666666,200433.33333333334,231666.66666666666,251050.0
Radnor Township,Pennsylvania,2240,0.0,417250.0,645166.6666666666,578733.3333333334,684650.0
Jerome,Idaho,2241,0.0,51008.333333333336,156858.33333333334,176775.0,194166.66666666666
Pinckney,Michigan,2242,199808.33333333334,229100.0,227216.66666666666,244041.66666666666,265308.3333333333
