CITY,STATE,NAME,COUNTY
OAK HARBOR,WA,1,ISLAND
OAK HILL,WV,1,FAYETTE
OAK LAWN,IL,1,COOK
OAK PARK,IL,2,COOK
OAK RIDGE,TN,1,ANDERSON
OAKDALE,CA,2,STANISLAUS
OAKDALE,LA,1,ALLEN
OAKDALE,PA,1,ALLEGHENY
OAKES,ND,1,DICKEY
OAKLAND,CA,8,ALAMEDA
OAKLAND,MD,1,GARRETT
OAKLAND,NE,1,BURT
OAKLEY,KS,1,LOGAN
OBERLIN,KS,1,DECATUR
OBERLIN,OH,1,LORAIN
OCALA,FL,7,MARION
OCEAN SPRINGS,MS,1,JACKSON
OCEANSIDE,CA,1,SAN DIEGO
OCEANSIDE,NY,1,NASSAU
OCILLA,GA,1,IRWIN
OCOEE,FL,1,ORANGE
OCONOMOWOC,WI,2,WAUKESHA
OCONTO,WI,1,OCONTO
OCONTO FALLS,WI,1,OCONTO
ODESSA,TX,4,ECTOR
ODESSA,WA,1,LINCOLN
OELWEIN,IA,1,FAYETTE
OGALLALA,NE,1,KEITH
OGDEN,UT,2,WEBER
OGDENSBURG,NY,1,ST. LAWRENCE
OJAI,CA,2,VENTURA
OKEECHOBEE,FL,1,OKEECHOBEE
OKEENE,OK,1,BLAINE
OKEMAH,OK,1,OKFUSKEE
OKLAHOMA CITY,OK,24,['OKLAHOMA' 'CLEVELAND']
OKMULGEE,OK,3,OKMULGEE
OLATHE,KS,2,JOHNSON
OLD BRIDGE,NJ,1,MIDDLESEX
OLD ORCHARD BEACH,ME,1,YORK
OLEAN,NY,1,CATTARAUGUS
OLIVE BRANCH,MS,2,DESOTO
OLIVIA,MN,2,RENVILLE
OLLA,LA,1,LA SALLE
OLNEY,IL,1,RICHLAND
OLNEY,MD,1,MONTGOMERY
OLNEY,TX,1,YOUNG
OLYMPIA,WA,2,THURSTON
OLYMPIA FIELDS,IL,1,COOK
OMAHA,NE,16,DOUGLAS
OMAK,WA,1,OKANOGAN
ONAGA,KS,1,POTTAWATOMIE
ONAMIA,MN,1,MILLE LACS
ONAWA,IA,1,MONONA
ONEIDA,NY,1,MADISON
ONEIDA,TN,1,SCOTT
ONEONTA,AL,1,BLOUNT
ONEONTA,NY,1,OTSEGO
ONTARIO,CA,2,SAN BERNARDINO
ONTARIO,OR,1,MALHEUR
ONTONAGON,MI,1,ONTONAGON
OPELIKA,AL,1,LEE
OPELOUSAS,LA,4,ST. LANDRY
OPP,AL,1,COVINGTON
ORANGE,CA,5,ORANGE
ORANGE,TX,1,ORANGE
ORANGE CITY,FL,1,VOLUSIA
ORANGE CITY,IA,2,SIOUX
ORANGE PARK,FL,1,CLAY
ORANGEBURG,SC,2,ORANGEBURG
ORCHARD PARK,NY,1,ERIE
ORD,NE,1,VALLEY
OREFIELD,PA,1,LEHIGH
OREGON,OH,2,LUCAS
OREGON CITY,OR,1,CLACKAMAS
OREM,UT,4,UTAH
ORLANDO,FL,14,ORANGE
ORMOND BEACH,FL,1,VOLUSIA
ORO VALLEY,AZ,1,PIMA
OROCOVIS PUEBLO,PR,1,OROCOVIS
OROFINO,ID,2,CLEARWATER
OROVILLE,CA,1,BUTTE
ORRVILLE,OH,1,WAYNE
ORTONVILLE,MN,1,BIG STONE
OSAGE,IA,1,MITCHELL
OSAGE BEACH,MO,2,CAMDEN
OSAWATOMIE,KS,1,MIAMI
OSBORNE,KS,1,OSBORNE
OSCEOLA,AR,1,MISSISSIPPI
OSCEOLA,IA,1,CLARKE
OSCEOLA,MO,1,ST. CLAIR
OSCEOLA,NE,1,POLK
OSCEOLA,WI,1,POLK
OSHKOSH,NE,1,GARDEN
OSHKOSH,WI,2,WINNEBAGO
OSKALOOSA,IA,1,MAHASKA
OSMOND,NE,1,PIERCE
OSSEO,WI,1,TREMPEALEAU
OSWEGO,KS,1,LABETTE
OSWEGO,NY,2,OSWEGO
OTHELLO,WA,1,ADAMS
OTTAWA,IL,1,LA SALLE
OTTAWA,KS,1,FRANKLIN
OTTUMWA,IA,1,WAPELLO
OVERLAND PARK,KS,8,JOHNSON
OVIEDO,FL,1,SEMINOLE
OWASSO,OK,2,TULSA
OWATONNA,MN,1,STEELE
OWENSBORO,KY,2,DAVIESS
OWENTON,KY,1,OWEN
OWOSSO,MI,1,SHIAWASSEE
OWYHEE,NV,1,ELKO
OXFORD,FL,1,SUMTER
OXFORD,MS,1,LAFAYETTE
OXFORD,NC,1,GRANVILLE
OXFORD,OH,1,BUTLER
OXNARD,CA,2,VENTURA
OZARK,AL,1,DALE
OZARK,AR,1,FRANKLIN
OZARK,MO,1,GREENE
PADUCAH,KY,2,MCCRACKEN
PAGE,AZ,1,COCONINO
PAGO PAGO,AS,1,NOT AVAILABLE
PAGOSA SPRINGS,CO,1,ARCHULETA
PAHALA,HI,1,HAWAII
PAHRUMP,NV,1,NYE
PAINESVILLE,OH,1,LAKE
PAINTSVILLE,KY,1,JOHNSON
PALACIOS,TX,1,MATAGORDA
PALATKA,FL,1,PUTNAM
PALESTINE,TX,2,ANDERSON
PALM BAY,FL,1,BREVARD
PALM BEACH GARDENS,FL,1,PALM BEACH
PALM COAST,FL,1,FLAGLER
PALM SPRINGS,CA,1,RIVERSIDE
PALMDALE,CA,1,LOS ANGELES
PALMER,AK,1,MATANUSKA-SUSITNA
PALMER,MA,1,HAMPDEN
PALMERTON,PA,1,CARBON
PALO ALTO,CA,3,SANTA CLARA
PALOS HEIGHTS,IL,1,COOK
PAMPA,TX,1,GRAY
PANA,IL,1,CHRISTIAN
PANAMA CITY,FL,5,BAY
PANGUITCH,UT,1,GARFIELD
PANORAMA CITY,CA,2,LOS ANGELES
PAOLA,KS,1,MIAMI
PAOLI,IN,1,ORANGE
PAOLI,PA,1,CHESTER
PAPILLION,NE,1,SARPY
PARADISE,CA,1,BUTTE
PARAGOULD,AR,1,GREENE
PARAMOUNT,CA,1,LOS ANGELES
PARAMUS,NJ,1,BERGEN
PARCHMAN,MS,1,SUNFLOWER
PARIS,AR,1,LOGAN
PARIS,IL,1,EDGAR
PARIS,KY,1,BOURBON
PARIS,TN,1,HENRY
PARIS,TX,3,LAMAR
PARK CITY,UT,1,SUMMIT
PARK FALLS,WI,1,PRICE
PARK RAPIDS,MN,1,HUBBARD
PARK RIDGE,IL,1,COOK
PARK RIVER,ND,1,WALSH
PARKER,AZ,2,LA PAZ
PARKER,CO,2,DOUGLAS
PARKERSBURG,WV,2,WOOD
PARKSTON,SD,1,HUTCHINSON
PARMA,OH,1,CUYAHOGA
PARSONS,KS,2,LABETTE
PARSONS,TN,1,DECATUR
PASADENA,CA,2,LOS ANGELES
PASADENA,TX,5,HARRIS
PASCAGOULA,MS,1,JACKSON
PASCO,WA,1,FRANKLIN
PASSAIC,NJ,2,PASSAIC
PATCHOGUE,NY,1,SUFFOLK
PATERSON,NJ,2,PASSAIC
PATTON,CA,1,SAN BERNARDINO
PAULDING,OH,1,PAULDING
PAULS VALLEY,OK,1,GARVIN
PAW PAW,MI,1,VAN BUREN
PAWHUSKA,OK,1,OSAGE
PAWNEE CITY,NE,1,PAWNEE
PAWTUCKET,RI,1,PROVIDENCE
PAYNESVILLE,MN,1,STEARNS
PAYSON,AZ,1,GILA
PAYSON,UT,1,UTAH
PEABODY,MA,2,ESSEX
PEAPACK,NJ,1,SOMERSET
PEARISBURG,VA,2,GILES
PEARLAND,TX,2,BRAZORIA
PEARSALL,TX,1,FRIO
PECKVILLE,PA,1,LACKAWANNA
PECOS,TX,1,REEVES
PEKIN,IL,1,TAZEWELL
PELL CITY,AL,1,ST. CLAIR
PELLA,IA,1,MARION
PEMBERTON,NJ,1,BURLINGTON
PEMBROKE,MA,1,PLYMOUTH
PEMBROKE PINES,FL,3,BROWARD
PENDER,NE,1,THURSTON
PENDLETON,OR,3,UMATILLA
PENN YAN,NY,1,YATES
PENNINGTON,NJ,1,MERCER
PENNINGTON GAP,VA,1,LEE
PENSACOLA,FL,8,ESCAMBIA
PEORIA,AZ,1,MARICOPA
PEORIA,IL,4,PEORIA
PERHAM,MN,1,OTTER TAIL
PERIDOT,AZ,1,GILA
PERRIS,CA,1,RIVERSIDE
PERRY,FL,2,TAYLOR
PERRY,GA,1,HOUSTON
PERRY,IA,1,DALLAS
PERRY,OK,1,NOBLE
PERRY POINT,MD,1,CECIL
PERRYTON,TX,1,OCHILTREE
PERRYVILLE,MO,1,PERRY
PERTH AMBOY,NJ,2,MIDDLESEX
PERU,IL,1,LA SALLE
PERU,IN,1,MIAMI
PETALUMA,CA,1,SONOMA
PETERBOROUGH,NH,1,HILLSBOROUGH
PETERSBURG,AK,1,WRANGELL-PETERSBURG
PETERSBURG,VA,4,['PETERSBURG' 'DINWIDDIE']
PETERSBURG,WV,1,GRANT
PETOSKEY,MI,1,EMMET
PEWAUKEE,WI,1,WAUKESHA
PHENIX CITY,AL,2,RUSSELL
PHILADELPHIA,MS,1,NESHOBA
PHILADELPHIA,PA,35,['PHILADELPHIA' 'PHILADELPHI']
PHILIP,SD,1,HAAKON
PHILIPPI,WV,1,BARBOUR
PHILIPSBURG,MT,1,GRANITE
PHILLIPSBURG,KS,1,PHILLIPS
PHILLIPSBURG,NJ,1,WARREN
PHOENIX,AZ,28,MARICOPA
PHOENIXVILLE,PA,1,CHESTER
PICAYUNE,MS,2,PEARL RIVER
PICKENS,SC,1,PICKENS
PIERRE,SD,1,HUGHES
PIGEON,MI,1,HURON
PIGGOTT,AR,1,CLAY
PIKEVILLE,KY,1,PIKE
PIKEVILLE,TN,1,BLEDSOE
PILOT KNOB,MO,1,IRON
PINCKNEYVILLE,IL,1,PERRY
PINE BLUFF,AR,2,JEFFERSON
PINE CITY,MN,1,PINE
PINE RIDGE,SD,1,SHANNON
PINEHURST,NC,1,MOORE
PINEVILLE,KY,1,BELL
PINEVILLE,LA,3,RAPIDES
PIPESTONE,MN,1,PIPESTONE
PISCATAWAY,NJ,1,MIDDLESEX
PITTSBURG,KS,1,CRAWFORD
PITTSBURG,TX,1,CAMP
PITTSBURGH,PA,21,ALLEGHENY
PITTSFIELD,IL,1,PIKE
PITTSFIELD,MA,2,BERKSHIRE
PITTSFIELD,ME,1,SOMERSET
PLACENTIA,CA,1,ORANGE
PLACERVILLE,CA,2,EL DORADO
PLAINFIELD,IL,1,WILL
PLAINS,MT,1,SANDERS
PLAINSBORO,NJ,1,MIDDLESEX
PLAINVIEW,NE,1,PIERCE
PLAINVIEW,NY,1,NASSAU
PLAINVIEW,TX,2,HALE
PLAINVILLE,KS,1,ROOKS
PLAINWELL,MI,1,ALLEGAN
PLANO,TX,15,['COLLIN' 'DENTON']
PLANT CITY,FL,1,HILLSBOROUGH
PLANTATION,FL,2,BROWARD
PLAQUEMINE,LA,1,IBERVILLE
PLATTE,SD,1,CHARLES MIX
PLATTEVILLE,WI,2,GRANT
PLATTSBURGH,NY,1,CLINTON
PLEASANT GAP,PA,1,CENTRE
PLEASANT PRAIRIE,WI,1,KENOSHA
PLEASANTON,CA,1,ALAMEDA
PLENTYWOOD,MT,1,SHERIDAN
PLYMOUTH,IN,2,MARSHALL
PLYMOUTH,MA,1,PLYMOUTH
PLYMOUTH,NC,1,WASHINGTON
PLYMOUTH,NH,1,GRAFTON
POCAHONTAS,AR,1,RANDOLPH
POCAHONTAS,IA,1,POCAHONTAS
POCATELLO,ID,2,BANNOCK
POINT PLEASANT,WV,1,MASON
POLACCA,AZ,1,NAVAJO
POLSON,MT,1,LAKE
POMEROY,WA,1,GARFIELD
POMONA,CA,4,LOS ANGELES
POMONA,NJ,2,ATLANTIC
POMONA,NY,1,ROCKLAND
POMPANO BEACH,FL,1,BROWARD
POMPTON PLAINS,NJ,1,MORRIS
PONCA CITY,OK,1,KAY
PONCE,PR,5,PONCE
PONTIAC,IL,1,LIVINGSTON
PONTIAC,MI,5,OAKLAND
PONTOTOC,MS,1,PONTOTOC
POPLAR,MT,1,ROOSEVELT
POPLAR BLUFF,MO,5,BUTLER
POPLARVILLE,MS,1,PEARL RIVER
PORT ANGELES,WA,1,CLALLAM
PORT ARTHUR,TX,3,JEFFERSON
PORT CHARLOTTE,FL,2,CHARLOTTE
PORT CLINTON,OH,1,OTTAWA
PORT GIBSON,MS,1,CLAIBORNE
PORT HURON,MI,2,ST. CLAIR
PORT JEFFERSON,NY,2,SUFFOLK
PORT JERVIS,NY,1,ORANGE
PORT LAVACA,TX,1,CALHOUN
PORT ORANGE,FL,1,VOLUSIA
PORT SAINT JOE,FL,1,GULF
PORT SAINT LUCIE,FL,3,ST. LUCIE
PORT TOWNSEND,WA,1,JEFFERSON
PORTAGE,IN,1,PORTER
PORTAGE,WI,1,COLUMBIA
PORTALES,NM,1,ROOSEVELT
PORTERVILLE,CA,2,TULARE
PORTLAND,IN,1,JAY
PORTLAND,ME,3,CUMBERLAND
PORTLAND,OR,13,['MULTNOMAH' 'WASHINGTON']
PORTLAND,TN,1,SUMNER
PORTOLA,CA,1,PLUMAS
PORTSMOUTH,NH,2,ROCKINGHAM
PORTSMOUTH,OH,2,SCIOTO
PORTSMOUTH,VA,2,PORTSMOUTH
POST FALLS,ID,3,KOOTENAI
POTEAU,OK,1,LE FLORE
POTOSI,MO,1,WASHINGTON
POTSDAM,NY,1,ST. LAWRENCE
POTTSTOWN,PA,1,MONTGOMERY
POTTSVILLE,PA,2,SCHUYLKILL
POUGHKEEPSIE,NY,2,DUTCHESS
POWAY,CA,1,SAN DIEGO
POWELL,TN,2,KNOX
POWELL,WY,1,PARK
PRAGUE,OK,1,LINCOLN
PRAIRIE DU CHIEN,WI,2,CRAWFORD
PRAIRIE DU SAC,WI,2,SAUK
PRATT,KS,1,PRATT
PRATTVILLE,AL,1,AUTAUGA
PRENTISS,MS,1,JEFFERSON DAVIS
PRESCOTT VALLEY,AZ,4,YAVAPAI
PRESQUE ISLE,ME,1,AROOSTOOK
PRESTON,ID,1,FRANKLIN
PRESTONSBURG,KY,1,FLOYD
PRICE,UT,1,CARBON
PRIMGHAR,IA,1,O'BRIEN
PRINCE FREDERICK,MD,1,CALVERT
PRINCETON,IL,1,BUREAU
PRINCETON,IN,1,GIBSON
PRINCETON,KY,1,CALDWELL
PRINCETON,MN,1,SHERBURNE
PRINCETON,NJ,3,MERCER
PRINCETON,WV,2,MERCER
PRINEVILLE,OR,2,CROOK
PROCTORVILLE,OH,1,LAWRENCE
PROSSER,WA,1,BENTON
PROVIDENCE,RI,8,PROVIDENCE
PROVO,UT,3,UTAH
PRYOR,OK,1,MAYES
PUEBLO,CO,4,PUEBLO
PUERTO NUEVO,PR,1,SAN JUAN
PULASKI,TN,1,GILES
PULASKI,VA,1,PULASKI
PULLMAN,WA,1,WHITMAN
PUNTA GORDA,FL,2,CHARLOTTE
PUNXSUTAWNEY,PA,1,JEFFERSON
PURCELL,OK,1,MCCLAIN
PURVIS,MS,1,LAMAR
PUTNAM,CT,1,WINDHAM
PUYALLUP,WA,1,PIERCE
QUAKERTOWN,PA,1,BUCKS
QUANAH,TX,1,HARDEMAN
QUANTICO,VA,1,PRINCE WILLIAM
QUEENS VILLAGE,NY,1,QUEENS
QUINCY,CA,1,PLUMAS
QUINCY,FL,1,GADSDEN
QUINCY,IL,2,ADAMS
QUINCY,MA,1,NORFOLK
QUINCY,WA,1,GRANT
QUINTER,KS,1,GOVE
QUITMAN,GA,1,BROOKS
QUITMAN,MS,1,CLARKE
QUITMAN,TX,1,WOOD
RACELAND,LA,1,LAFOURCHE
RACINE,WI,2,RACINE
RADCLIFF,KY,1,HARDIN
RAEFORD,NC,2,HOKE
RAHWAY,NJ,2,UNION
RAIFORD,FL,1,UNION
RALEIGH,MS,1,SMITH
RALEIGH,NC,6,WAKE
RANCHO CUCAMONGA,CA,1,SAN BERNARDINO
RANCHO MIRAGE,CA,2,RIVERSIDE
RANDALLSTOWN,MD,1,BALTIMORE
RANDOLPH,VT,1,ORANGE
RANGELY,CO,1,RIO BLANCO
RANKIN,TX,2,UPTON
RANSOM,KS,2,NESS
RANSON,WV,1,JEFFERSON
RAPID CITY,SD,6,PENNINGTON
RATON,NM,1,COLFAX
RAVENNA,OH,1,PORTAGE
RAWLINS,WY,1,CARBON
RAYNE,LA,1,ACADIA
RAYVILLE,LA,1,RICHLAND
READING,PA,4,BERKS
RED BANK,NJ,1,MONMOUTH
RED BAY,AL,1,FRANKLIN
RED BLUFF,CA,1,TEHAMA
RED BUD,IL,1,RANDOLPH
RED CLOUD,NE,1,WEBSTER
RED LAKE,MN,1,BELTRAMI
RED LODGE,MT,1,CARBON
RED OAK,IA,1,MONTGOMERY
RED WING,MN,1,GOODHUE
REDDING,CA,6,SHASTA
REDFIELD,SD,1,SPINK
REDLANDS,CA,3,SAN BERNARDINO
REDMOND,OR,1,DESCHUTES
REDMOND,WA,2,KING
REDWOOD CITY,CA,2,SAN MATEO
REDWOOD FALLS,MN,1,REDWOOD
REED CITY,MI,1,OSCEOLA
REEDLEY,CA,1,FRESNO
REEDSBURG,WI,1,SAUK
REEDSPORT,OR,1,DOUGLAS
REFUGIO,TX,1,REFUGIO
REIDSVILLE,GA,1,TATTNALL
REIDSVILLE,NC,1,ROCKINGHAM
RENO,NV,9,WASHOE
RENOVO,PA,1,CLINTON
RENSSELAER,IN,1,JASPER
RENTON,WA,1,KING
REPUBLIC,WA,1,FERRY
RESEDA,CA,1,LOS ANGELES
RESTON,VA,1,FAIRFAX
REXBURG,ID,1,MADISON
REYNOLDS,GA,1,TAYLOR
RHINEBECK,NY,1,DUTCHESS
RHINELANDER,WI,1,ONEIDA
RICE LAKE,WI,1,BARRON
RICHARDSON,TX,5,['DALLAS' 'COLLIN']
RICHFIELD,UT,1,SEVIER
RICHLAND,GA,1,STEWART
RICHLAND,WA,2,BENTON
RICHLAND CENTER,WI,1,RICHLAND
RICHLANDS,VA,1,TAZEWELL
RICHMOND,CA,1,CONTRA COSTA
RICHMOND,IN,3,WAYNE
RICHMOND,KY,1,MADISON
RICHMOND,MO,1,RAY
RICHMOND,TX,2,FORT BEND
RICHMOND,VA,12,['RICHMOND CITY' 'HENRICO' 'CHESTERFIELD']
RICHMOND HEIGHTS,MO,2,ST. LOUIS
RICHMOND HEIGHTS,OH,1,CUYAHOGA
RICHTON,MS,1,PERRY
RIDGECREST,CA,2,KERN
RIDGEVILLE,SC,1,DORCHESTER
RIDGEWOOD,NJ,1,BERGEN
RIDLEY PARK,PA,1,DELAWARE
RIFLE,CO,1,GARFIELD
RINCON,GA,1,EFFINGHAM
RIO GRANDE CITY,TX,1,STARR
RIO RANCHO,NM,2,SANDOVAL
RIPLEY,MS,1,TIPPAH
RIPLEY,TN,1,LAUDERDALE
RIPLEY,WV,1,JACKSON
RIPON,WI,2,FOND DU LAC
RITZVILLE,WA,1,ADAMS
RIVER FALLS,WI,1,ST. CROIX
RIVERDALE,GA,3,CLAYTON
RIVERHEAD,NY,1,SUFFOLK
RIVERSIDE,CA,5,RIVERSIDE
RIVERTON,UT,1,SALT LAKE
RIVERTON,WY,1,FREMONT
RIVERVIEW,FL,1,HILLSBOROUGH
RIVIERA BEACH,FL,1,PALM BEACH
ROANOKE,VA,2,ROANOKE CITY
ROANOKE RAPIDS,NC,1,HALIFAX
ROARING SPRING,PA,1,BLAIR
ROBBINSDALE,MN,1,HENNEPIN
ROBINSON,IL,1,CRAWFORD
ROCHELLE,IL,1,OGLE
ROCHELLE PARK,NJ,1,BERGEN
ROCHESTER,IN,1,FULTON
ROCHESTER,MI,1,OAKLAND
ROCHESTER,MN,3,OLMSTED
ROCHESTER,NH,1,STRAFFORD
ROCHESTER,NY,7,MONROE
ROCK CREEK,OH,1,ASHTABULA
ROCK HILL,SC,2,YORK
ROCK ISLAND,IL,1,ROCK ISLAND
ROCK RAPIDS,IA,1,LYON
ROCK SPRINGS,WY,2,SWEETWATER
ROCK VALLEY,IA,1,SIOUX
ROCKDALE,TX,1,MILAM
ROCKFORD,IL,4,WINNEBAGO
ROCKINGHAM,NC,1,RICHMOND
ROCKLEDGE,FL,1,BREVARD
ROCKPORT,ME,1,KNOX
ROCKVILLE,MD,3,MONTGOMERY
ROCKVILLE CENTRE,NY,1,NASSAU
ROCKWALL,TX,2,ROCKWALL
ROCKY HILL,CT,1,HARTFORD
ROCKY MOUNT,NC,2,NASH
ROCKY MOUNT,VA,1,FRANKLIN
ROGERS,AR,2,BENTON
ROGERS CITY,MI,1,PRESQUE ISLE
ROGERSVILLE,TN,1,HAWKINS
ROLLA,MO,1,PHELPS
ROLLA,ND,1,ROLETTE
ROLLING FORK,MS,1,SHARKEY
ROME,GA,5,FLOYD
ROME,NY,1,ONEIDA
ROMNEY,WV,1,HAMPSHIRE
RONAN,MT,1,LAKE
RONCEVERTE,WV,1,GREENBRIER
ROOSEVELT,UT,2,DUCHESNE
ROSEAU,MN,1,ROSEAU
ROSEBUD,SD,1,TODD
ROSEBURG,OR,2,DOUGLAS
ROSEMEAD,CA,2,LOS ANGELES
ROSEVILLE,CA,3,PLACER
ROSICLARE,IL,1,HARDIN
ROSLYN,NY,1,NASSAU
ROSWELL,GA,1,FULTON
ROSWELL,NM,3,CHAVES
ROTAN,TX,1,FISHER
ROUND ROCK,TX,5,WILLIAMSON
ROUNDUP,MT,1,MUSSELSHELL
ROWLETT,TX,1,ROCKWALL
ROXBORO,NC,1,PERSON
ROYAL OAK,MI,1,OAKLAND
ROYERSFORD,PA,1,MONTGOMERY
ROYSTON,GA,2,FRANKLIN
RUGBY,ND,1,PIERCE
RUIDOSO,NM,1,LINCOLN
RULEVILLE,MS,1,SUNFLOWER
RUMFORD,ME,1,OXFORD
RUPERT,ID,1,MINIDOKA
RUSHVILLE,IL,1,SCHUYLER
RUSHVILLE,IN,1,RUSH
RUSK,TX,1,CHEROKEE
RUSSELL,KS,1,RUSSELL
RUSSELL SPRINGS,KY,1,RUSSELL
RUSSELLVILLE,AL,1,FRANKLIN
RUSSELLVILLE,AR,1,POPE
RUSSELLVILLE,KY,1,LOGAN
RUSTON,LA,5,LINCOLN
RUTHERFORDTON,NC,1,RUTHERFORD
RUTLAND,VT,1,RUTLAND
SABETHA,KS,1,NEMAHA
SAC CITY,IA,1,SAC
SACATON,AZ,1,PINAL
SACRAMENTO,CA,14,SACRAMENTO
SADDLE BROOK,NJ,1,BERGEN
SAFETY HARBOR,FL,1,PINELLAS
SAFFORD,AZ,1,GRAHAM
SAGINAW,MI,8,SAGINAW
SAINT AUGUSTINE,FL,1,ST. JOHNS
SAINT CLOUD,FL,2,OSCEOLA
SAINT CROIX FALLS,WI,1,POLK
SAINT FRANCISVILLE,LA,1,WEST FELICIANA
SAINT GEORGE,UT,2,WASHINGTON
SAINT IGNACE,MI,1,MACKINAC
SAINT JOHNS,MI,1,CLINTON
SAINT LOUIS,MO,1,ST. LOUIS CITY
SAINT MARYS,OH,1,AUGLAIZE
SAINT PETERSBURG,FL,8,PINELLAS
SALEM,AR,1,FULTON
SALEM,IL,1,MARION
SALEM,IN,1,WASHINGTON
SALEM,KY,1,LIVINGSTON
SALEM,MA,1,ESSEX
SALEM,NH,1,ROCKINGHAM
SALEM,NJ,1,SALEM
SALEM,OH,1,COLUMBIANA
SALEM,OR,1,MARION
SALEM,VA,2,SALEM
SALIDA,CO,1,CHAFFEE
SALINA,KS,2,SALINE
SALINAS,CA,2,MONTEREY
SALINE,MI,1,WASHTENAW
SALISBURY,MD,3,WICOMICO
SALISBURY,NC,2,ROWAN
SALLISAW,OK,1,SEQUOYAH
SALMON,ID,1,LEMHI
SALT LAKE CITY,UT,12,SALT LAKE
SAN ANDREAS,CA,1,CALAVERAS
SAN ANGELO,TX,4,TOM GREEN
SAN ANTONIO,TX,45,BEXAR
SAN AUGUSTINE,TX,1,SAN AUGUSTINE
SAN BERNARDINO,CA,3,SAN BERNARDINO
SAN CARLOS,AZ,1,GILA
SAN CLEMENTE,CA,1,ORANGE
SAN DIEGO,CA,18,SAN DIEGO
SAN DIMAS,CA,1,LOS ANGELES
SAN FRANCISCO,CA,18,SAN FRANCISCO
SAN GABRIEL,CA,1,LOS ANGELES
SAN GERMAN,PR,2,SAN GERMAN
SAN JOSE,CA,7,SANTA CLARA
SAN JUAN,PR,8,SAN JUAN
SAN LEANDRO,CA,4,ALAMEDA
SAN LUIS OBISPO,CA,3,SAN LUIS OBISPO
SAN MARCOS,TX,2,HAYS
SAN MATEO,CA,2,SAN MATEO
SAN PABLO,CA,1,CONTRA COSTA
SAN PEDRO,CA,2,LOS ANGELES
SAN RAFAEL,CA,1,MARIN
SAN RAMON,CA,2,CONTRA COSTA
SAN TAN VALLEY,AZ,1,PINAL
SANDERSVILLE,GA,1,WASHINGTON
SANDPOINT,ID,1,BONNER
SANDSTONE,MN,2,PINE
SANDUSKY,MI,1,SANILAC
SANDUSKY,OH,2,ERIE
SANDWICH,IL,1,DEKALB
SANDWICH,MA,1,BARNSTABLE
SANDY,UT,2,SALT LAKE
SANDY SPRINGS,GA,1,FULTON
SANFORD,FL,1,SEMINOLE
SANFORD,ME,1,YORK
SANFORD,NC,1,LEE
SANTA ANA,CA,3,ORANGE
SANTA BARBARA,CA,4,SANTA BARBARA
SANTA CLARA,CA,2,SANTA CLARA
SANTA CRUZ,CA,4,SANTA CRUZ
SANTA FE,NM,3,SANTA FE
SANTA MARIA,CA,1,SANTA BARBARA
SANTA MONICA,CA,2,LOS ANGELES
SANTA PAULA,CA,1,VENTURA
SANTA ROSA,CA,6,SONOMA
SANTA ROSA,NM,1,GUADALUPE
SANTA TERESA,NM,1,DONA ANA
SANTEE,CA,1,SAN DIEGO
SANTURCE,PR,2,SAN JUAN
SAPULPA,OK,1,CREEK
SARANAC LAKE,NY,1,FRANKLIN
SARASOTA,FL,5,SARASOTA
SARATOGA,NY,1,SARATOGA
SARATOGA SPRINGS,NY,1,SARATOGA
SATANTA,KS,1,HASKELL
SAUK CENTRE,MN,1,STEARNS
SAULT SAINTE MARIE,MI,1,CHIPPEWA
SAVANNAH,GA,9,CHATHAM
SAVANNAH,TN,1,HARDIN
SAYRE,OK,1,BECKHAM
SAYRE,PA,1,BRADFORD
SCHENECTADY,NY,3,SCHENECTADY
SCHERTZ,TX,1,COMAL
SCHUYLER,NE,1,COLFAX
SCOBEY,MT,1,DANIELS
SCOTLAND,SD,1,BON HOMME
SCOTLAND NECK,NC,1,HALIFAX
SCOTT CITY,KS,2,SCOTT
SCOTTSBLUFF,NE,1,SCOTTS BLUFF
SCOTTSBORO,AL,1,JACKSON
SCOTTSBURG,IN,1,SCOTT
SCOTTSDALE,AZ,10,MARICOPA
SCOTTSVILLE,KY,1,ALLEN
SCRANTON,PA,4,LACKAWANNA
SE BANDON,OR,1,COOS
SEABROOK,NJ,1,CUMBERLAND
SEAFORD,DE,1,SUSSEX
SEAMAN,OH,1,ADAMS
SEARCY,AR,3,WHITE
SEASIDE,OR,1,CLATSOP
SEATTLE,WA,15,KING
SEBASTIAN,FL,1,INDIAN RIVER
SEBASTOPOL,CA,1,SONOMA
SEBRING,FL,2,HIGHLANDS
SECAUCUS,NJ,2,HUDSON
SEDALIA,MO,1,PETTIS
SEDAN,KS,1,CHAUTAUQUA
SEDRO-WOOLLEY,WA,1,SKAGIT
SEGUIN,TX,1,GUADALUPE
SEILING,OK,1,DEWEY
SELLERSVILLE,PA,1,BUCKS
SELLS,AZ,1,PIMA
SELMA,AL,1,DALLAS
SELMA,CA,1,FRESNO
SELMER,TN,1,MCNAIRY
SEMINOLE,OK,1,SEMINOLE
SEMINOLE,TX,1,GAINES
SENATOBIA,MS,1,TATE
SENECA,KS,1,NEMAHA
SENECA,PA,1,VENANGO
SENECA,SC,1,OCONEE
SEVIERVILLE,TN,1,SEVIER
SEWANEE,TN,1,FRANKLIN
SEWARD,AK,1,KENAI PENINSULA
SEWARD,NE,1,SEWARD
